id,date_intervention,rapport,ordre_travail_id,created_at,technicien_id,statut,date_debut,date_fin,updated_at,problem_description,priority,estimated_duration_minutes,required_materials,machine_id,requested_at,approved_by,approved_at,rejection_reason,actual_failure_type,ml_prediction_matched,retrained,machine_category,symptoms,problem_start_time,frequency,operating_state,load_level,temperature,impact,estimated_loss,similar_issue_before,suggested_cause,suggested_priority,risk_score,intervention_type,root_cause_category,root_cause_description,actions_performed,parts_replaced,tools_used,machine_status_after,plan_hypothesis,check_resolved,check_verification_method,act_preventive_actions,act_recommendations
2033,2025-01-01 11:16:21+00,Surcharge de puissance détectée sur le moteur principal. Courroie patinante remplacée. Transmission optimisée. Rendement amélioré de 12%. Puissance de 11542W ramenée sous le seuil critique.,2033,2024-12-31 22:16:21+00,10,VALIDATED,2025-01-01 11:16:21+00,2025-01-01 17:16:21+00,2025-01-01 17:16:21+00,"Surcharge de puissance détectée. Couple: 65.1Nm, Vitesse: 1693RPM, Puissance: 11542W (seuil: 9000W). Moteur Malaxeur.",HAUTE,351,"Accouplement élastique Rotex 42, insert élastomère, boulons d'ancrage",7132,2024-12-31 10:16:21+00,5,2024-12-31 11:16:21+00,"""""",PWF,1,1,PUISSANCE,"Vibrations excessives sur paliers moteur, bruit anormal de surcharge mécanique",2024-12-30 12:16:21+00,INTERMITTENT,EN_SURCHARGE,98,193°C - Surchauffe bobinage,RISQUE_SECURITE,21150€,0,Surcharge de puissance moteur - couple × vitesse excessif,HAUTE,98,CORRECTIVE,SURCHARGE_PUISSANCE,"Ventilation moteur insuffisante, entraînant une surchauffe et une augmentation de la résistance des enroulements.",Remplacement des roulements moteur et réalignement de l'ensemble arbre-accouplement,"Accouplement élastique Rotex 42, insert élastomère, boulons d'ancrage","Clé dynamométrique, extracteur de roulements, chauffe-roulements",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_COURANT,Mettre en place une surveillance continue de la puissance absorbée avec seuils d'alarme.,Redimensionner les moteurs critiques avec une marge de 20% sur la puissance nominale.
2034,2024-08-06 06:21:27+00,Surcharge de puissance détectée sur le moteur principal. Puissance mesurée: 13661W (seuil: 9000W). Couple: 73Nm à 1787RPM. Moteur remplacé par modèle de puissance supérieure. Tests de charge post-intervention conformes.,2034,2024-08-06 00:21:27+00,2,VALIDATED,2024-08-06 06:21:27+00,2024-08-06 14:21:27+00,2024-08-06 14:21:27+00,"Surcharge de puissance détectée. Couple: 73Nm, Vitesse: 1787RPM, Puissance: 13661W (seuil: 9000W). Pompe Centrifuge.",CRITIQUE,294,"Sonde PT100, module de protection PTC, câble thermorésistant",7133,2024-08-05 18:21:27+00,14,2024-08-06 00:21:27+00,"""""",PWF,1,0,PUISSANCE,"Vibrations excessives sur paliers moteur, bruit anormal de surcharge mécanique",2024-08-05 02:21:27+00,INTERMITTENT,EN_PRODUCTION,91,191°C - Surchauffe bobinage,PERTE_RENDEMENT,9972€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,89,CORRECTIVE,SURCHARGE_PUISSANCE,"Courroie de transmission détendue ou usée, provoquant un patinage et une surconsommation.","Déblocage de la charge mécanique, nettoyage et graissage des guidages et paliers","Accouplement élastique Rotex 42, insert élastomère, boulons d'ancrage","Caméra thermique, pyromètre, thermomètre de contact",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,TEST_EN_CHARGE,Mettre en place une surveillance continue de la puissance absorbée avec seuils d'alarme.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
2035,2025-03-16 00:26:44+00,Surcharge de puissance détectée sur le moteur principal. Variateur reprogrammé avec limitation de couple à 55Nm. Rampe d'accélération ajustée. Pic de puissance maîtrisé sous 8500W.,2035,2025-03-15 06:26:44+00,9,VALIDATED,2025-03-16 00:26:44+00,2025-03-16 03:26:44+00,2025-03-16 03:26:44+00,"Surcharge de puissance détectée. Couple: 62.8Nm, Vitesse: 1619RPM, Puissance: 10647W (seuil: 9000W). Moteur Treuil.",CRITIQUE,216,"Ventilateur moteur IP55, grille de protection, condensateur de démarrage",7134,2025-03-14 21:26:44+00,16,2025-03-15 00:26:44+00,"""""",PWF,1,0,PUISSANCE,"Chute de vitesse sous charge, glissement rotor excessif mesuré à 8%",2025-03-14 15:26:44+00,INTERMITTENT,EN_CHARGE,90,183°C - Surchauffe bobinage,ARRET_PRODUCTION,3897€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,77,CORRECTIVE,SURCHARGE_PUISSANCE,"Défaut d'alignement arbre moteur/charge, générant des pertes mécaniques et une surcharge.","Stabilisation de l'alimentation électrique, installation d'un régulateur de tension","Variateur de fréquence 11kW, câble blindé 4G4mm², bornier de puissance","Analyseur de vibrations, accéléromètre, stroboscope industriel",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_VIBRATOIRE,Installer un limiteur de couple mécanique. Programmer des alertes à 80% de la puissance nominale.,Réviser les paramètres variateur pour limiter le couple max à 90% du nominal moteur.
2036,2024-11-13 17:40:13+00,Surcharge de puissance détectée sur le moteur principal. Défaut d'alignement corrigé par alignement laser. Pertes mécaniques réduites de 30%. Puissance absorbée revenue dans la plage nominale.,2036,2024-11-13 06:40:13+00,12,VALIDATED,2024-11-13 17:40:13+00,2024-11-13 19:40:13+00,2024-11-13 19:40:13+00,"Surcharge de puissance détectée. Couple: 68.1Nm, Vitesse: 1645RPM, Puissance: 11731W (seuil: 9000W). Alternateur de Puissance.",CRITIQUE,275,"Accouplement élastique Rotex 42, insert élastomère, boulons d'ancrage",7135,2024-11-13 04:40:13+00,5,2024-11-13 09:40:13+00,"""""",PWF,1,0,PUISSANCE,"Courant absorbé instable, oscillations de couple détectées sur l'axe principal",2024-11-13 01:40:13+00,PREMIERE_FOIS,EN_PRODUCTION,91,174°C - Surchauffe bobinage,ARRET_PRODUCTION,9633€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,81,CORRECTIVE,SURCHARGE_PUISSANCE,"Ventilation moteur insuffisante, entraînant une surchauffe et une augmentation de la résistance des enroulements.","Nettoyage du circuit de ventilation moteur, remplacement du ventilateur externe","Courroie trapézoïdale SPB-2500, poulie motrice, tendeur automatique","Clé dynamométrique, extracteur de roulements, chauffe-roulements",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,MESURE_PUISSANCE,Installer un limiteur de couple mécanique. Programmer des alertes à 80% de la puissance nominale.,Réviser les paramètres variateur pour limiter le couple max à 90% du nominal moteur.
2037,2024-07-04 21:41:56+00,Surcharge de puissance détectée sur le moteur principal. Cause: blocage partiel de la charge. Couple résistant mesuré à 79.4Nm. Déblocage et graissage effectués. Puissance normalisée à 6800W après correction.,2037,2024-07-04 12:41:56+00,3,VALIDATED,2024-07-04 21:41:56+00,2024-07-05 04:41:56+00,2024-07-05 04:41:56+00,"Surcharge de puissance détectée. Couple: 79.4Nm, Vitesse: 1743RPM, Puissance: 14493W (seuil: 9000W). Moteur Ventilateur Industriel.",CRITIQUE,97,"Roulements à billes 6305-ZZ x2, graisse haute température, bague d'arrêt",7136,2024-07-04 09:41:56+00,16,2024-07-04 14:41:56+00,"""""",PWF,1,1,PUISSANCE,"Échauffement critique des enroulements stator, température bobinage > 180°C",2024-07-03 12:41:56+00,INTERMITTENT,EN_PRODUCTION,99,170°C - Surchauffe bobinage,RISQUE_SECURITE,19021€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,87,CORRECTIVE,SURCHARGE_PUISSANCE,"Paramétrage incorrect du variateur de fréquence, limites de couple et puissance mal calibrées.",Recalibration complète du variateur de fréquence avec nouvelles limites de protection,"Contacteur tripolaire 25A, relais thermique 16-25A, fusibles aM 32A","Analyseur de vibrations, accéléromètre, stroboscope industriel",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_VIBRATOIRE,Planifier un remplacement préventif des roulements moteur tous les 8000h de fonctionnement.,Réviser les paramètres variateur pour limiter le couple max à 90% du nominal moteur.
2038,2024-11-09 15:13:48+00,Surcharge de puissance détectée sur le moteur principal. Variateur reprogrammé avec limitation de couple à 55Nm. Rampe d'accélération ajustée. Pic de puissance maîtrisé sous 8500W.,2038,2024-11-09 02:13:48+00,1,VALIDATED,2024-11-09 15:13:48+00,2024-11-10 08:13:48+00,2024-11-10 08:13:48+00,"Surcharge de puissance détectée. Couple: 71.3Nm, Vitesse: 1712RPM, Puissance: 12783W (seuil: 9000W). Moteur Agitateur.",CRITIQUE,324,"Contacteur tripolaire 25A, relais thermique 16-25A, fusibles aM 32A",7137,2024-11-08 23:13:48+00,14,2024-11-09 02:13:48+00,"""""",PWF,1,1,PUISSANCE,"Variateur en défaut surcharge, code erreur OL2 - surcouple prolongé",2024-11-07 23:13:48+00,INTERMITTENT,EN_SURCHARGE,88,174°C - Surchauffe bobinage,ARRET_PRODUCTION,5841€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,85,CORRECTIVE,SURCHARGE_PUISSANCE,Roulements moteur usés créant un frottement excessif et augmentant la puissance absorbée.,"Réalignement laser arbre moteur/réducteur, remplacement de l'accouplement élastique","Accouplement élastique Rotex 42, insert élastomère, boulons d'ancrage","Aligneur laser SKF TKSA 41, comparateur, cales d'épaisseur",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,TEST_EN_CHARGE,Vérifier trimestriellement l'alignement et l'état des transmissions mécaniques.,"Former les opérateurs à la détection des signes de surcharge moteur (bruit, chaleur, vibrations)."
2039,2024-10-04 20:53:43+00,Surcharge de puissance détectée sur le moteur principal. Variateur reprogrammé avec limitation de couple à 55Nm. Rampe d'accélération ajustée. Pic de puissance maîtrisé sous 8500W.,2039,2024-10-04 05:53:43+00,4,VALIDATED,2024-10-04 20:53:43+00,2024-10-05 14:53:43+00,2024-10-05 14:53:43+00,"Surcharge de puissance détectée. Couple: 73.6Nm, Vitesse: 1741RPM, Puissance: 13419W (seuil: 9000W). Groupe Électrogène.",HAUTE,180,"Variateur de fréquence 11kW, câble blindé 4G4mm², bornier de puissance",7138,2024-10-03 19:53:43+00,14,2024-10-04 02:53:43+00,"""""",PWF,1,1,PUISSANCE,"Vibrations excessives sur paliers moteur, bruit anormal de surcharge mécanique",2024-10-03 08:53:43+00,RECURRENT,EN_PRODUCTION,90,172°C - Surchauffe bobinage,PERTE_RENDEMENT,3639€,1,Surcharge de puissance moteur - couple × vitesse excessif,HAUTE,90,CORRECTIVE,SURCHARGE_PUISSANCE,"Blocage partiel de la charge mécanique entraînée, augmentant le couple résistant au-delà des limites moteur.",Remplacement de la courroie de transmission et tension correcte selon spécifications,"Courroie trapézoïdale SPB-2500, poulie motrice, tendeur automatique","Multimètre, oscilloscope, testeur d'isolement 1000V",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,TEST_EN_CHARGE,Mettre en place une surveillance continue de la puissance absorbée avec seuils d'alarme.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
2040,2024-06-05 22:25:57+00,Surcharge de puissance détectée sur le moteur principal. Roulements défaillants augmentant le couple résistant. Remplacement effectué. Puissance réduite de 11900W à 7200W. Fonctionnement nominal rétabli.,2040,2024-06-05 15:25:57+00,17,VALIDATED,2024-06-05 22:25:57+00,2024-06-06 05:25:57+00,2024-06-06 05:25:57+00,"Surcharge de puissance détectée. Couple: 69.8Nm, Vitesse: 1628RPM, Puissance: 11900W (seuil: 9000W). Moteur Pompe à Vide.",HAUTE,128,"Variateur de fréquence 11kW, câble blindé 4G4mm², bornier de puissance",7139,2024-06-05 03:25:57+00,8,2024-06-05 04:25:57+00,"""""",PWF,1,0,PUISSANCE,"Vibrations excessives sur paliers moteur, bruit anormal de surcharge mécanique",2024-06-04 06:25:57+00,PREMIERE_FOIS,EN_CHARGE,93,192°C - Surchauffe bobinage,PERTE_RENDEMENT,20879€,0,Surcharge de puissance moteur - couple × vitesse excessif,HAUTE,91,CORRECTIVE,SURCHARGE_PUISSANCE,"Paramétrage incorrect du variateur de fréquence, limites de couple et puissance mal calibrées.",Recalibration complète du variateur de fréquence avec nouvelles limites de protection,"Courroie trapézoïdale SPB-2500, poulie motrice, tendeur automatique","Aligneur laser SKF TKSA 41, comparateur, cales d'épaisseur",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_COURANT,Planifier un remplacement préventif des roulements moteur tous les 8000h de fonctionnement.,"Former les opérateurs à la détection des signes de surcharge moteur (bruit, chaleur, vibrations)."
2041,2024-12-31 06:43:53+00,Surcharge de puissance détectée sur le moteur principal. Puissance mesurée: 12755W (seuil: 9000W). Couple: 73.2Nm à 1664RPM. Moteur remplacé par modèle de puissance supérieure. Tests de charge post-intervention conformes.,2041,2024-12-30 23:43:53+00,9,VALIDATED,2024-12-31 06:43:53+00,2025-01-01 05:43:53+00,2025-01-01 05:43:53+00,"Surcharge de puissance détectée. Couple: 73.2Nm, Vitesse: 1664RPM, Puissance: 12755W (seuil: 9000W). Moteur Principal Broche.",CRITIQUE,264,"Variateur de fréquence 11kW, câble blindé 4G4mm², bornier de puissance",7140,2024-12-30 21:43:53+00,5,2024-12-31 01:43:53+00,"""""",PWF,1,0,PUISSANCE,"Courant absorbé instable, oscillations de couple détectées sur l'axe principal",2024-12-30 06:43:53+00,PREMIERE_FOIS,EN_CHARGE,90,189°C - Surchauffe bobinage,PERTE_RENDEMENT,5630€,1,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,89,CORRECTIVE,SURCHARGE_PUISSANCE,"Tension d'alimentation instable, provoquant un appel de courant excessif pour maintenir le couple.",Remplacement du moteur par un modèle de puissance supérieure adaptée à la charge réelle,"Moteur asynchrone triphasé 7.5kW, roulements SKF 6208-2RS, joint d'étanchéité","Clé dynamométrique, extracteur de roulements, chauffe-roulements",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,MESURE_PUISSANCE,Mettre en place une surveillance continue de la puissance absorbée avec seuils d'alarme.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
2042,2025-04-27 14:50:07+00,Surcharge de puissance détectée sur le moteur principal. Cause: blocage partiel de la charge. Couple résistant mesuré à 68.2Nm. Déblocage et graissage effectués. Puissance normalisée à 6800W après correction.,2042,2025-04-27 00:50:07+00,19,VALIDATED,2025-04-27 14:50:07+00,2025-04-28 08:50:07+00,2025-04-28 08:50:07+00,"Surcharge de puissance détectée. Couple: 68.2Nm, Vitesse: 1544RPM, Puissance: 11027W (seuil: 9000W). Servomoteur Axes X/Y/Z.",CRITIQUE,208,"Courroie trapézoïdale SPB-2500, poulie motrice, tendeur automatique",7141,2025-04-26 20:50:07+00,16,2025-04-27 02:50:07+00,"""""",PWF,1,0,PUISSANCE,"Protection thermique PTC déclenchée, moteur en arrêt de sécurité automatique",2025-04-26 03:50:07+00,RECURRENT,EN_PRODUCTION,96,188°C - Surchauffe bobinage,DEGRADATION_EQUIPEMENT,13809€,1,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,90,CORRECTIVE,SURCHARGE_PUISSANCE,"Blocage partiel de la charge mécanique entraînée, augmentant le couple résistant au-delà des limites moteur.","Nettoyage du circuit de ventilation moteur, remplacement du ventilateur externe","Moteur asynchrone triphasé 7.5kW, roulements SKF 6208-2RS, joint d'étanchéité","Analyseur de vibrations, accéléromètre, stroboscope industriel",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_COURANT,Installer un limiteur de couple mécanique. Programmer des alertes à 80% de la puissance nominale.,"Former les opérateurs à la détection des signes de surcharge moteur (bruit, chaleur, vibrations)."
2043,2024-09-25 10:59:14+00,Surcharge de puissance détectée sur le moteur principal. Cause: blocage partiel de la charge. Couple résistant mesuré à 65.3Nm. Déblocage et graissage effectués. Puissance normalisée à 6800W après correction.,2043,2024-09-24 12:59:14+00,4,VALIDATED,2024-09-25 10:59:14+00,2024-09-26 02:59:14+00,2024-09-26 02:59:14+00,"Surcharge de puissance détectée. Couple: 65.3Nm, Vitesse: 1629RPM, Puissance: 11139W (seuil: 9000W). Pompe Hydraulique Haute Pression.",HAUTE,69,"Variateur de fréquence 11kW, câble blindé 4G4mm², bornier de puissance",7142,2024-09-24 02:59:14+00,15,2024-09-24 05:59:14+00,"""""",PWF,1,1,PUISSANCE,"Variateur en défaut surcharge, code erreur OL2 - surcouple prolongé",2024-09-23 21:59:14+00,PREMIERE_FOIS,EN_SURCHARGE,88,181°C - Surchauffe bobinage,PERTE_RENDEMENT,21446€,0,Surcharge de puissance moteur - couple × vitesse excessif,HAUTE,78,CORRECTIVE,SURCHARGE_PUISSANCE,"Blocage partiel de la charge mécanique entraînée, augmentant le couple résistant au-delà des limites moteur.","Déblocage de la charge mécanique, nettoyage et graissage des guidages et paliers","Courroie trapézoïdale SPB-2500, poulie motrice, tendeur automatique","Clé dynamométrique, extracteur de roulements, chauffe-roulements",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,TEST_EN_CHARGE,Planifier un remplacement préventif des roulements moteur tous les 8000h de fonctionnement.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
2044,2025-04-17 16:01:35+00,Surcharge de puissance détectée sur le moteur principal. Variateur reprogrammé avec limitation de couple à 55Nm. Rampe d'accélération ajustée. Pic de puissance maîtrisé sous 8500W.,2044,2025-04-17 13:01:35+00,4,VALIDATED,2025-04-17 16:01:35+00,2025-04-18 11:01:35+00,2025-04-18 11:01:35+00,"Surcharge de puissance détectée. Couple: 74.8Nm, Vitesse: 1510RPM, Puissance: 11828W (seuil: 9000W). Compresseur Industriel.",CRITIQUE,169,"Ventilateur moteur IP55, grille de protection, condensateur de démarrage",7143,2025-04-17 05:01:35+00,14,2025-04-17 09:01:35+00,"""""",PWF,1,0,PUISSANCE,"Protection thermique PTC déclenchée, moteur en arrêt de sécurité automatique",2025-04-16 08:01:35+00,INTERMITTENT,EN_PRODUCTION,92,190°C - Surchauffe bobinage,ARRET_PRODUCTION,3386€,1,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,82,CORRECTIVE,SURCHARGE_PUISSANCE,"Courroie de transmission détendue ou usée, provoquant un patinage et une surconsommation.",Remplacement du moteur par un modèle de puissance supérieure adaptée à la charge réelle,"Sonde PT100, module de protection PTC, câble thermorésistant","Pince ampèremétrique, analyseur de puissance triphasé, mégohmmètre",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,MESURE_PUISSANCE,Vérifier trimestriellement l'alignement et l'état des transmissions mécaniques.,"Former les opérateurs à la détection des signes de surcharge moteur (bruit, chaleur, vibrations)."
